(0,000, -75,000, -75,000)
(0,000, 75,000, -75,000)
(6708,204, 75,000, -75,000)
(6708,204, -75,000, -75,000)

(0,000, 75,000, 75,000)
(0,000, -75,000, 75,000)
(6708,204, -75,000, 75,000)
(6708,204, 75,000, 75,000)

(0,000, -75,000, -75,000)
(0,000, 75,000, -75,000)
(6708,204, 75,000, -75,000)
(6708,204, -75,000, -75,000)

(0,000, 75,000, 75,000)
(0,000, -75,000, 75,000)
(6708,204, -75,000, 75,000)
(6708,204, 75,000, 75,000)

(0,000, 75,000, -75,000)
(0,000, 75,000, 75,000)
(6708,204, 75,000, 75,000)
(6708,204, 75,000, -75,000)

(0,000, -75,000, -75,000)
(0,000, 75,000, -75,000)
(6708,204, 75,000, -75,000)
(6708,204, -75,000, -75,000)

(0,000, 75,000, 75,000)
(0,000, -75,000, 75,000)
(6708,204, -75,000, 75,000)
(6708,204, 75,000, 75,000)

(0,000, -75,000, 75,000)
(0,000, -75,000, -75,000)
(6708,204, -75,000, -75,000)
(6708,204, -75,000, 75,000)

(0,000, 75,000, -75,000)
(0,000, 75,000, 75,000)
(1720,194, 75,000, 75,000)
(1720,194, 75,000, -75,000)

(0,000, 75,000, 75,000)
(0,000, -75,000, 75,000)
(1720,194, -75,000, 75,000)
(1720,194, 75,000, 75,000)

(0,000, -75,000, 75,000)
(0,000, -75,000, -75,000)
(1720,194, -75,000, -75,000)
(1720,194, -75,000, 75,000)

(0,000, -75,000, -75,000)
(0,000, 75,000, -75,000)
(1720,194, 75,000, -75,000)
(1720,194, -75,000, -75,000)

